$Temperature file for segment 85
To the right of the sum of temperatures are individual temperatures starting with QWD then QSTR
JDAY,T(C),
   106.787,    6.96,
   106.808,    6.93,
   106.829,    6.88,
   106.850,    6.83,
   106.871,    6.76,
   106.892,    6.66,
   106.913,    6.55,
   106.934,    6.40,
   106.955,    6.24,
   106.976,    6.10,
   106.997,    5.99,
   107.018,    5.88,
   107.039,    5.77,
   107.060,    5.66,
   107.081,    5.56,
   107.102,    5.46,
   107.123,    5.38,
   107.144,    5.31,
   107.165,    5.25,
   107.186,    5.20,
   107.207,    5.15,
   107.228,    5.10,
   107.249,    5.06,
   107.270,    5.02,
   107.291,    4.99,
   107.312,    4.99,
   107.333,    4.99,
   107.354,    5.03,
   107.375,    5.07,
   107.396,    5.16,
   107.417,    5.26,
   107.438,    5.37,
   107.459,    5.49,
   107.480,    5.61,
   107.501,    5.76,
   107.522,    5.96,
   107.543,    6.17,
   107.564,    6.34,
   107.585,    6.49,
   107.606,    6.58,
   107.627,    6.66,
   107.648,    6.82,
   107.669,    6.99,
   107.690,    7.09,
   107.711,    7.18,
   107.732,    7.22,
   107.753,    7.25,
   107.774,    7.23,
   107.795,    7.20,
   107.816,    7.14,
   107.837,    7.06,
   107.858,    6.97,
   107.879,    6.87,
   107.900,    6.77,
   107.921,    6.65,
   107.942,    6.54,
   107.963,    6.43,
   107.984,    6.32,
   108.005,    6.21,
   108.026,    6.12,
   108.047,    6.02,
   108.068,    5.93,
   108.089,    5.84,
   108.110,    5.77,
   108.131,    5.70,
   108.152,    5.65,
   108.173,    5.60,
   108.194,    5.55,
   108.215,    5.51,
   108.236,    5.46,
   108.257,    5.42,
   108.278,    5.38,
   108.299,    5.35,
   108.320,    5.35,
   108.341,    5.38,
   108.362,    5.42,
   108.383,    5.49,
   108.404,    5.61,
   108.425,    5.74,
   108.446,    5.89,
   108.467,    6.05,
   108.488,    6.24,
   108.509,    6.46,
   108.530,    6.71,
   108.551,    6.97,
   108.572,    7.22,
   108.593,    7.47,
   108.614,    7.72,
   108.635,    7.95,
   108.656,    8.17,
   108.677,    8.36,
   108.698,    8.51,
   108.719,    8.62,
   108.740,    8.69,
   108.761,    8.74,
   108.782,    8.74,
   108.803,    8.67,
   108.824,    8.57,
   108.845,    8.46,
   108.866,    8.32,
   108.887,    8.18,
   108.908,    8.03,
   108.929,    7.87,
   108.950,    7.73,
   108.971,    7.57,
   108.992,    7.40,
   109.013,    7.21,
   109.034,    7.02,
   109.055,    6.85,
   109.076,    6.70,
   109.097,    6.57,
   109.118,    6.46,
   109.139,    6.35,
   109.160,    6.22,
   109.181,    6.10,
   109.202,    5.97,
   109.223,    5.85,
   109.244,    5.74,
   109.265,    5.63,
   109.286,    5.54,
   109.307,    5.49,
   109.328,    5.44,
   109.349,    5.45,
   109.370,    5.46,
   109.391,    5.52,
   109.412,    5.64,
   109.433,    5.80,
   109.454,    5.96,
   109.475,    6.15,
   109.496,    6.38,
   109.517,    6.64,
   109.538,    6.93,
   109.559,    7.22,
   109.580,    7.51,
   109.601,    7.79,
   109.622,    8.07,
   109.643,    8.35,
   109.664,    8.62,
   109.685,    8.85,
   109.706,    9.04,
   109.727,    9.17,
   109.748,    9.29,
   109.769,    9.35,
   109.790,    9.38,
   109.811,    9.32,
   109.832,    9.24,
   109.853,    9.13,
   109.874,    9.00,
   109.895,    8.86,
   109.916,    8.71,
   109.937,    8.55,
   109.958,    8.37,
   109.979,    8.18,
   110.000,    7.99,
   110.021,    7.81,
   110.042,    7.63,
   110.063,    7.47,
   110.084,    7.31,
   110.105,    7.15,
   110.126,    7.00,
   110.147,    6.86,
   110.168,    6.72,
   110.189,    6.60,
   110.210,    6.48,
   110.231,    6.37,
   110.252,    6.28,
   110.273,    6.19,
   110.294,    6.12,
   110.315,    6.08,
   110.336,    6.05,
   110.357,    6.07,
   110.378,    6.08,
   110.399,    6.16,
   110.420,    6.27,
   110.441,    6.42,
   110.462,    6.57,
   110.483,    6.80,
   110.504,    7.04,
   110.525,    7.32,
   110.546,    7.60,
   110.567,    7.87,
   110.588,    8.13,
   110.609,    8.40,
   110.630,    8.68,
   110.651,    8.94,
   110.672,    9.20,
   110.693,    9.35,
   110.714,    9.46,
   110.735,    9.53,
   110.756,    9.59,
   110.777,    9.59,
   110.798,    9.55,
   110.819,    9.47,
   110.840,    9.36,
   110.861,    9.24,
   110.882,    9.10,
   110.903,    8.96,
   110.924,    8.81,
   110.945,    8.65,
   110.966,    8.49,
   110.987,    8.33,
   111.008,    8.17,
   111.029,    8.01,
   111.050,    7.86,
   111.071,    7.73,
   111.092,    7.62,
   111.113,    7.53,
   111.134,    7.44,
   111.155,    7.34,
   111.176,    7.25,
   111.197,    7.16,
   111.218,    7.08,
   111.239,    7.00,
   111.260,    6.93,
   111.281,    6.88,
   111.302,    6.85,
   111.323,    6.83,
   111.344,    6.81,
   111.365,    6.79,
   111.386,    6.78,
   111.407,    6.77,
   111.428,    6.76,
   111.449,    6.75,
   111.470,    6.77,
   111.491,    6.84,
   111.512,    6.92,
   111.533,    7.00,
   111.554,    7.12,
   111.575,    7.26,
   111.596,    7.37,
   111.617,    7.46,
   111.638,    7.56,
   111.659,    7.67,
   111.680,    7.78,
   111.701,    7.88,
   111.722,    7.95,
   111.743,    8.01,
   111.764,    8.03,
   111.785,    8.00,
   111.806,    7.93,
   111.827,    7.83,
   111.848,    7.72,
   111.869,    7.60,
   111.890,    7.48,
   111.911,    7.36,
   111.932,    7.23,
   111.953,    7.09,
   111.974,    6.95,
   111.995,    6.80,
   112.016,    6.66,
   112.037,    6.53,
   112.058,    6.41,
   112.079,    6.31,
   112.100,    6.22,
   112.121,    6.13,
   112.142,    6.04,
   112.163,    5.95,
   112.184,    5.86,
   112.205,    5.76,
   112.226,    5.68,
   112.247,    5.63,
   112.268,    5.60,
   112.289,    5.56,
   112.310,    5.54,
   112.331,    5.52,
   112.352,    5.52,
   112.373,    5.54,
   112.394,    5.59,
   112.415,    5.66,
   112.436,    5.77,
   112.457,    5.89,
   112.478,    6.04,
   112.499,    6.21,
   112.520,    6.41,
   112.541,    6.62,
   112.562,    6.83,
   112.583,    7.03,
   112.604,    7.23,
   112.625,    7.43,
   112.646,    7.62,
   112.667,    7.81,
   112.688,    7.94,
   112.709,    8.06,
   112.730,    8.13,
   112.751,    8.19,
   112.772,    8.21,
   112.793,    8.18,
   112.814,    8.10,
   112.835,    8.00,
   112.856,    7.88,
   112.877,    7.75,
   112.898,    7.62,
   112.919,    7.47,
   112.940,    7.33,
   112.961,    7.19,
   112.982,    7.05,
   113.003,    6.91,
   113.024,    6.78,
   113.045,    6.66,
   113.066,    6.54,
   113.087,    6.44,
   113.108,    6.35,
   113.129,    6.27,
   113.150,    6.18,
   113.171,    6.10,
   113.192,    6.01,
   113.213,    5.93,
   113.234,    5.86,
   113.255,    5.78,
   113.276,    5.72,
   113.297,    5.69,
   113.318,    5.67,
   113.339,    5.67,
   113.360,    5.69,
   113.381,    5.72,
   113.402,    5.81,
   113.423,    5.92,
   113.444,    6.06,
   113.465,    6.21,
   113.486,    6.40,
   113.507,    6.60,
   113.528,    6.83,
   113.549,    7.05,
   113.570,    7.27,
   113.591,    7.49,
   113.612,    7.69,
   113.633,    7.89,
   113.654,    8.08,
   113.675,    8.24,
   113.696,    8.34,
   113.717,    8.41,
   113.738,    8.46,
   113.759,    8.48,
   113.780,    8.47,
   113.801,    8.40,
   113.822,    8.29,
   113.843,    8.16,
   113.864,    8.04,
   113.885,    7.91,
   113.906,    7.78,
   113.927,    7.64,
   113.948,    7.50,
   113.969,    7.37,
   113.990,    7.23,
   114.011,    7.10,
   114.032,    6.98,
   114.053,    6.88,
   114.074,    6.78,
   114.095,    6.70,
   114.116,    6.63,
   114.137,    6.55,
   114.158,    6.47,
   114.179,    6.39,
   114.200,    6.33,
   114.221,    6.29,
   114.242,    6.25,
   114.263,    6.20,
   114.284,    6.16,
   114.305,    6.13,
   114.326,    6.11,
   114.347,    6.12,
   114.368,    6.14,
   114.389,    6.19,
   114.410,    6.28,
   114.431,    6.38,
   114.452,    6.49,
   114.473,    6.62,
   114.494,    6.79,
   114.515,    6.97,
   114.536,    7.16,
   114.557,    7.34,
   114.578,    7.52,
   114.599,    7.69,
   114.620,    7.87,
   114.641,    8.04,
   114.662,    8.21,
   114.683,    8.32,
   114.704,    8.41,
   114.725,    8.46,
   114.746,    8.51,
   114.767,    8.50,
   114.788,    8.46,
   114.809,    8.37,
   114.830,    8.26,
   114.851,    8.14,
   114.872,    8.02,
   114.893,    7.90,
   114.914,    7.77,
   114.935,    7.63,
   114.956,    7.50,
   114.977,    7.37,
   114.998,    7.24,
   115.019,    7.11,
   115.040,    7.01,
   115.061,    6.90,
   115.082,    6.82,
   115.103,    6.73,
   115.124,    6.65,
   115.145,    6.57,
   115.166,    6.50,
   115.187,    6.43,
   115.208,    6.37,
   115.229,    6.31,
   115.250,    6.25,
   115.271,    6.20,
   115.292,    6.15,
   115.313,    6.12,
   115.334,    6.09,
   115.355,    6.07,
   115.376,    6.06,
   115.397,    6.10,
   115.418,    6.14,
   115.439,    6.24,
   115.460,    6.34,
   115.481,    6.51,
   115.502,    6.68,
   115.523,    6.86,
   115.544,    7.05,
   115.565,    7.24,
   115.586,    7.43,
   115.607,    7.63,
   115.628,    7.84,
   115.649,    8.04,
   115.670,    8.23,
   115.691,    8.38,
   115.712,    8.51,
   115.733,    8.62,
   115.754,    8.71,
   115.775,    8.75,
   115.796,    8.74,
   115.817,    8.68,
   115.838,    8.60,
   115.859,    8.52,
   115.880,    8.43,
   115.901,    8.33,
   115.922,    8.21,
   115.943,    8.08,
   115.964,    7.94,
   115.985,    7.81,
   116.006,    7.67,
   116.027,    7.54,
   116.048,    7.41,
   116.069,    7.29,
   116.090,    7.18,
   116.111,    7.09,
   116.132,    7.00,
   116.153,    6.90,
   116.174,    6.81,
   116.195,    6.72,
   116.216,    6.63,
   116.237,    6.54,
   116.258,    6.45,
   116.279,    6.38,
   116.300,    6.33,
   116.321,    6.29,
   116.342,    6.26,
   116.363,    6.23,
   116.384,    6.22,
   116.405,    6.24,
   116.426,    6.27,
   116.447,    6.30,
   116.468,    6.34,
   116.489,    6.41,
   116.510,    6.53,
   116.531,    6.68,
   116.552,    6.86,
   116.573,    7.05,
   116.594,    7.27,
   116.615,    7.51,
   116.636,    7.75,
   116.657,    8.00,
   116.678,    8.21,
   116.699,    8.39,
   116.720,    8.53,
   116.741,    8.67,
   116.762,    8.77,
   116.783,    8.82,
   116.804,    8.82,
   116.825,    8.79,
   116.846,    8.72,
   116.867,    8.63,
   116.888,    8.53,
   116.909,    8.42,
   116.930,    8.30,
   116.951,    8.17,
   116.972,    8.04,
   116.993,    7.90,
   117.014,    7.76,
   117.035,    7.63,
   117.056,    7.50,
   117.077,    7.39,
   117.098,    7.29,
   117.119,    7.20,
   117.140,    7.12,
   117.161,    7.03,
   117.182,    6.94,
   117.203,    6.85,
   117.224,    6.76,
   117.245,    6.66,
   117.266,    6.57,
   117.287,    6.49,
   117.308,    6.46,
   117.329,    6.43,
   117.350,    6.44,
   117.371,    6.45,
   117.392,    6.49,
   117.413,    6.58,
   117.434,    6.68,
   117.455,    6.80,
   117.476,    6.95,
   117.497,    7.13,
   117.518,    7.36,
   117.539,    7.60,
   117.560,    7.84,
   117.581,    8.09,
   117.602,    8.35,
   117.623,    8.61,
   117.644,    8.87,
   117.665,    9.14,
   117.686,    9.35,
   117.707,    9.52,
   117.728,    9.65,
   117.749,    9.78,
   117.770,    9.86,
   117.791,    9.89,
   117.812,    9.83,
   117.833,    9.74,
   117.854,    9.62,
   117.875,    9.49,
   117.896,    9.36,
   117.917,    9.23,
   117.938,    9.08,
   117.959,    8.92,
   117.980,    8.76,
   118.001,    8.59,
   118.022,    8.42,
   118.043,    8.27,
   118.064,    8.13,
   118.085,    8.00,
   118.106,    7.89,
   118.127,    7.78,
   118.148,    7.67,
   118.169,    7.56,
   118.190,    7.46,
   118.211,    7.37,
   118.232,    7.28,
   118.253,    7.20,
   118.274,    7.10,
   118.295,    7.02,
   118.316,    6.98,
   118.337,    6.97,
   118.358,    6.98,
   118.379,    7.01,
   118.400,    7.09,
   118.421,    7.20,
   118.442,    7.34,
   118.463,    7.47,
   118.484,    7.65,
   118.505,    7.85,
   118.526,    8.09,
   118.547,    8.33,
   118.568,    8.59,
   118.589,    8.86,
   118.610,    9.15,
   118.631,    9.46,
   118.652,    9.76,
   118.673,   10.05,
   118.694,   10.25,
   118.715,   10.43,
   118.736,   10.57,
   118.757,   10.71,
   118.778,   10.77,
   118.799,   10.74,
   118.820,   10.63,
   118.841,   10.49,
   118.862,   10.32,
   118.883,   10.14,
   118.904,    9.97,
   118.925,    9.77,
   118.946,    9.55,
   118.967,    9.33,
   118.988,    9.09,
   119.009,    8.87,
   119.030,    8.67,
   119.051,    8.48,
   119.072,    8.31,
   119.093,    8.16,
   119.114,    8.02,
   119.135,    7.89,
   119.156,    7.76,
   119.177,    7.64,
   119.198,    7.51,
   119.219,    7.40,
   119.240,    7.30,
   119.261,    7.20,
   119.282,    7.12,
   119.303,    7.06,
   119.324,    6.99,
   119.345,    6.93,
   119.366,    6.88,
   119.387,    6.86,
   119.408,    6.88,
   119.429,    6.90,
   119.450,    6.92,
   119.471,    6.96,
   119.492,    7.03,
   119.513,    7.12,
   119.534,    7.23,
   119.555,    7.35,
   119.576,    7.48,
   119.597,    7.61,
   119.618,    7.74,
   119.639,    7.88,
   119.660,    8.01,
   119.681,    8.12,
   119.702,    8.20,
   119.723,    8.25,
   119.744,    8.31,
   119.765,    8.34,
   119.786,    8.34,
   119.807,    8.29,
   119.828,    8.22,
   119.849,    8.14,
   119.870,    8.05,
   119.891,    7.95,
   119.912,    7.84,
   119.933,    7.72,
   119.954,    7.60,
   119.975,    7.47,
   119.996,    7.35,
   120.017,    7.23,
   120.038,    7.12,
   120.059,    7.01,
   120.080,    6.91,
   120.101,    6.81,
   120.122,    6.71,
   120.143,    6.62,
   120.164,    6.53,
   120.185,    6.47,
   120.206,    6.48,
   120.227,    6.53,
   120.248,    6.55,
   120.269,    6.52,
   120.290,    6.48,
   120.311,    6.47,
   120.332,    6.46,
   120.353,    6.48,
   120.374,    6.51,
   120.395,    6.58,
   120.416,    6.66,
   120.437,    6.75,
   120.458,    6.84,
   120.479,    6.97,
   120.500,    7.12,
   120.521,    7.28,
   120.542,    7.44,
   120.563,    7.58,
   120.584,    7.72,
   120.605,    7.86,
   120.626,    8.02,
   120.647,    8.16,
   120.668,    8.30,
   120.689,    8.39,
   120.710,    8.47,
   120.731,    8.51,
   120.752,    8.54,
   120.773,    8.53,
   120.794,    8.48,
   120.815,    8.39,
   120.836,    8.29,
   120.857,    8.18,
   120.878,    8.07,
   120.899,    7.94,
   120.920,    7.81,
   120.941,    7.69,
   120.962,    7.57,
   120.983,    7.45,
   121.004,    7.34,
   121.025,    7.23,
   121.046,    7.13,
   121.067,    7.04,
   121.088,    6.96,
   121.109,    6.88,
   121.130,    6.80,
   121.151,    6.72,
   121.172,    6.65,
   121.193,    6.58,
   121.214,    6.51,
   121.235,    6.45,
   121.256,    6.40,
   121.277,    6.35,
   121.298,    6.33,
   121.319,    6.33,
   121.340,    6.33,
   121.361,    6.36,
   121.382,    6.39,
   121.403,    6.47,
   121.424,    6.56,
   121.445,    6.67,
   121.466,    6.80,
   121.487,    6.95,
   121.508,    7.13,
   121.529,    7.30,
   121.550,    7.49,
   121.571,    7.67,
   121.592,    7.84,
   121.613,    8.01,
   121.634,    8.18,
   121.655,    8.33,
   121.676,    8.46,
   121.697,    8.53,
   121.718,    8.58,
   121.739,    8.60,
   121.760,    8.60,
   121.781,    8.57,
   121.802,    8.50,
   121.823,    8.39,
   121.844,    8.26,
   121.865,    8.13,
   121.886,    7.99,
   121.907,    7.85,
   121.928,    7.71,
   121.949,    7.58,
   121.970,    7.46,
   121.991,    7.33,
   122.012,    7.21,
   122.033,    7.10,
   122.054,    6.99,
   122.075,    6.89,
   122.096,    6.80,
   122.117,    6.71,
   122.138,    6.63,
   122.159,    6.54,
   122.180,    6.45,
   122.201,    6.37,
   122.222,    6.29,
   122.243,    6.21,
   122.264,    6.14,
   122.285,    6.08,
   122.306,    6.06,
   122.327,    6.04,
   122.348,    6.05,
   122.369,    6.06,
   122.390,    6.10,
   122.411,    6.17,
   122.432,    6.26,
   122.453,    6.36,
   122.474,    6.49,
   122.495,    6.65,
   122.516,    6.84,
   122.537,    7.04,
   122.558,    7.24,
   122.579,    7.44,
   122.600,    7.62,
   122.621,    7.82,
   122.642,    8.01,
   122.663,    8.20,
   122.684,    8.36,
   122.705,    8.48,
   122.726,    8.57,
   122.747,    8.64,
   122.768,    8.68,
   122.789,    8.67,
   122.810,    8.60,
   122.831,    8.51,
   122.852,    8.40,
   122.873,    8.29,
   122.894,    8.18,
   122.915,    8.06,
   122.936,    7.93,
   122.957,    7.80,
   122.978,    7.67,
   122.999,    7.55,
   123.020,    7.42,
   123.041,    7.31,
   123.062,    7.21,
   123.083,    7.13,
   123.104,    7.05,
   123.125,    6.97,
